instance,n,m,ratio_1,ratio_2,density,min_degree,max_degree,avg_degree,med_degree,25Q_degree,75Q_degree,cv_degree,entropy_degree,min_clique,max_clique,med_clique,Q25_clique,Q75_clique,cv_clique,entropy_clique,clique_time,max_card_clique,min_cluster_coeff,max_cluster_coeff,med_cluster_coeff,Q25_cluster_coeff,Q75_cluster_coeff,cv_cluster_coeff,entropy_cluster_coeff,min_cluster_wcoeff,max_cluster_wcoeff,med_cluster_wcoeff,Q25_cluster_wcoeff,Q75_cluster_wcoeff,cv_cluster_wcoeff,entropy_cluster_wcoeff,cluster_coeff_time,DSATUR_n_colors,DSATUR_time,DSATUR_min_size,DSATUR_max_size,DSATUR_mean_size,DSATUR_med_size,DSATUR_Q25_size,DSATUR_Q75_size,DSATUR_vc_size,DSATUR_entropy_size,time
random_graph_3_250_0.7_0_3.col,250,28497,0.01,113.99,0.92,170,249,227,240,210,249,0.11,0.71,0.68,0.75,0.7,0.7,0.7,0.0,0.0,4,187,0,1,0.93,0.91,0.98,0.03,0.14,170,227,222.6,205.26,227.81,0.07,0.72,0,187,1,1,2,1,1,1,2,0.47,0.92,6.0
random_graph_1_250_0.5_0_2.col,250,15676,0.02,62.7,0.5,106,144,125,125,120,131,0.06,0.92,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,9,0,0,0.5,0.5,0.51,0.01,0.0,53,72,63.34,60.62,65.79,0.06,0.91,0,40,0,2,3,2,3,2,3,0.25,0.98,1.0
random_graph_3_100_0.05_10_4.col,100,399,0.25,3.99,0.08,3,15,7,8,6,10,0.37,0.92,0.02,0.07,0.05,0.04,0.05,0.0,0.01,0,7,0,0,0.65,0.53,0.73,0.21,0.0,1,9,4.71,3.6,6.64,0.42,0.92,0,9,0,1,5,3,4,1,4,0.5,0.88,0.0
random_graph_4_250_0.9_50_1.col,250,27468,0.01,109.87,0.88,206,231,219,220,217,223,0.02,0.9,0.09,0.12,0.1,0.1,0.1,0.0,0.0,0,30,0,0,0.88,0.88,0.88,0.0,0.0,181,203,193.75,191.43,196.79,0.02,0.9,0,88,1,1,3,2,2,2,2,0.15,0.33,2.0
random_graph_3_1000_0.7_50_1.col,1000,447138,0.0,447.14,0.9,682,990,894,928,819,978,0.11,0.88,0.05,0.05,0.05,0.05,0.05,0.0,0.0,3,50,0,0,0.92,0.89,0.96,0.03,0.0,667,886,850.66,781.78,875.37,0.08,0.89,71,99,92,1,7,3,3,2,5,0.62,0.93,170.0
random_graph_3_250_0.05_50_1.col,250,3053,0.08,12.21,0.1,7,35,24,25,20,29,0.23,0.93,0.02,0.08,0.05,0.05,0.06,0.0,0.0,0,19,0,1,0.74,0.7,0.79,0.1,0.07,7,24,18.82,15.18,21.6,0.22,0.95,0,20,0,3,6,4,4,4,5,0.17,0.72,0.0
random_graph_1_1000_0.5_100_4.col,1000,244332,0.0,244.33,0.49,409,554,488,491,478,502,0.04,0.91,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,201,272,240.41,233.87,245.59,0.04,0.88,26,122,62,2,4,3,3,3,4,0.2,0.79,92.0
random_graph_4_100_0.1_20_2.col,100,471,0.21,4.71,0.1,3,18,9,9,7,11,0.34,0.91,0.02,0.03,0.02,0.02,0.03,0.0,0.01,0,3,0,0,0.09,0.07,0.13,0.59,0.0,0,2,0.89,0.65,1.25,0.58,0.79,0,6,0,3,5,4,5,4,5,0.19,0.79,0.0
random_graph_3_250_0.7_50_2.col,250,28091,0.01,112.36,0.9,170,249,224,237,206,244,0.1,0.89,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0,50,0,0,0.91,0.9,0.96,0.03,0.0,166,224,215.23,197.32,220.02,0.07,0.89,0,92,1,1,4,1,2,1,2,0.78,0.81,2.0
random_graph_3_500_0.7_25_3.col,500,103032,0.0,206.06,0.83,254,494,412,412,371,470,0.15,0.91,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0,25,0,0,0.85,0.82,0.89,0.04,0.0,240,406,359.86,327.42,389.16,0.11,0.92,7,48,10,1,7,3,3,2,4,0.5,0.88,19.0
random_graph_1_1000_0.1_0_1.col,1000,49653,0.02,49.65,0.1,64,135,99,99,92,105,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.85,9.14,10.54,0.11,0.72,1,27,13,2,5,3,4,3,5,0.28,0.86,15.0
random_graph_1_100_0.5_0_4.col,100,2524,0.04,25.24,0.51,40,63,50,51,47,54,0.09,0.92,0.04,0.08,0.07,0.06,0.07,0.0,0.01,0,8,0,0,0.51,0.5,0.52,0.02,0.0,20,32,25.48,24.25,27.34,0.09,0.87,0,21,0,2,5,3,3,3,4,0.24,0.79,0.0
random_graph_4_1000_0.9_0_1.col,1000,449550,0.0,449.55,0.9,865,930,899,900,893,906,0.01,0.9,0.04,0.05,0.05,0.04,0.05,0.0,0.0,17,53,0,0,0.9,0.9,0.9,0.0,0.0,778,836,809.67,803.74,815.23,0.01,0.89,72,324,100,2,5,2,3,2,3,0.33,0.68,193.0
random_graph_1_1000_0.9_50_3.col,1000,430748,0.0,430.75,0.86,750,918,861,877,853,890,0.05,0.93,0.03,0.04,0.03,0.03,0.04,0.0,0.0,10,38,0,0,0.86,0.86,0.86,0.01,0.0,656,791,755.17,734.75,766.25,0.05,0.93,68,181,95,2,5,2,2,2,2,0.29,0.46,177.0
random_graph_4_100_0.9_20_1.col,100,4243,0.02,42.43,0.86,78,91,84,85,83,87,0.03,0.92,0.14,0.18,0.16,0.16,0.16,0.0,0.01,0,18,0,0,0.85,0.85,0.86,0.0,0.0,66,77,72.58,70.82,74.18,0.03,0.91,0,33,0,1,4,2,2,2,3,0.48,0.9,0.0
random_graph_3_500_0.05_25_3.col,500,11170,0.04,22.34,0.09,19,68,44,46,39,51,0.21,0.92,0.02,0.04,0.03,0.03,0.03,0.0,0.0,1,18,0,0,0.69,0.66,0.72,0.09,0.0,17,44,31.31,26.26,35.38,0.2,0.95,0,25,1,1,7,4,5,2,6,0.57,0.97,2.0
random_graph_4_500_0.9_0_3.col,500,112275,0.0,224.55,0.9,425,467,449,450,445,453,0.01,0.89,0.07,0.09,0.08,0.08,0.08,0.0,0.0,3,45,0,0,0.9,0.9,0.9,0.0,0.0,382,420,404.72,400.42,407.83,0.01,0.88,8,179,11,1,4,2,2,2,3,0.27,0.54,24.0
random_graph_1_250_0.1_50_4.col,250,2966,0.08,11.86,0.1,12,40,23,24,20,27,0.2,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.08,0.11,0.21,0.0,0,4,2.26,1.79,2.69,0.29,0.65,0,10,0,2,3,2,2,2,2,0.15,0.47,0.0
random_graph_1_100_0.5_20_1.col,100,2409,0.04,24.09,0.49,37,57,48,48,44,52,0.1,0.95,0.04,0.08,0.06,0.05,0.07,0.0,0.01,0,8,0,0,0.48,0.48,0.49,0.03,0.0,18,28,23.56,21.26,25.09,0.1,0.93,0,19,0,2,2,2,2,2,2,0.0,0.0,0.0
random_graph_4_1000_0.5_100_3.col,1000,243943,0.0,243.94,0.49,410,548,487,490,477,503,0.04,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,201,267,239.26,232.89,245.3,0.04,0.89,26,117,62,2,5,2,3,2,3,0.3,0.63,92.0
random_graph_4_100_0.9_0_1.col,100,4455,0.02,44.55,0.9,81,95,89,89,87,91,0.03,0.9,0.2,0.28,0.24,0.23,0.25,0.0,0.01,0,28,0,0,0.9,0.9,0.9,0.0,0.0,72,85,80.01,78.48,82.02,0.03,0.85,0,45,0,1,2,1,2,2,2,0.25,0.35,0.0
random_graph_4_1000_0.1_100_4.col,1000,48788,0.02,48.79,0.1,69,130,97,97,91,105,0.1,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.04,0.0,6,13,9.5,8.81,10.25,0.11,0.73,1,26,13,3,5,3,3,3,4,0.19,0.75,15.0
random_graph_1_1000_0.9_100_2.col,1000,445191,0.0,445.19,0.89,841,923,890,891,884,897,0.01,0.9,0.04,0.05,0.04,0.04,0.04,0.0,0.0,13,49,0,0,0.89,0.89,0.89,0.0,0.0,748,822,793.94,787.79,799.49,0.01,0.89,72,288,99,2,4,2,2,2,2,0.15,0.27,187.0
random_graph_3_500_0.35_25_4.col,500,64875,0.01,129.75,0.52,134,347,259,263,214,314,0.22,0.96,0.05,0.05,0.05,0.05,0.05,0.0,0.0,1,25,0,0,0.77,0.69,0.86,0.11,0.0,127,240,199.87,179.54,219.1,0.13,0.95,3,48,7,1,4,2,3,2,4,0.51,0.95,12.0
random_graph_3_250_0.35_0_1.col,250,18227,0.01,72.91,0.59,80,186,145,149,121,172,0.21,0.93,0.32,0.39,0.35,0.35,0.38,0.0,0.0,4,98,0,1,0.82,0.76,0.93,0.11,0.18,80,136,124.03,110.67,131.2,0.12,0.89,0,98,0,1,3,2,3,2,3,0.27,0.71,6.0
random_graph_3_500_0.7_100_4.col,500,109976,0.0,219.95,0.88,309,499,439,450,401,489,0.12,0.91,0.17,0.18,0.18,0.18,0.18,0.0,0.0,10,91,0,0,0.91,0.88,0.95,0.04,0.0,301,439,410.83,380.12,432.6,0.09,0.91,7,159,11,1,6,2,2,1,3,0.52,0.73,30.0
random_graph_1_1000_0.1_100_3.col,1000,48490,0.02,48.49,0.1,64,123,96,97,90,104,0.1,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.04,0.0,5,12,9.42,8.76,10.08,0.11,0.7,1,27,13,2,6,4,4,4,5,0.24,0.83,15.0
random_graph_3_1000_0.05_0_2.col,1000,48587,0.02,48.59,0.1,55,123,97,100,90,107,0.14,0.91,0.04,0.07,0.06,0.05,0.06,0.0,0.0,55,67,0,1,0.75,0.73,0.77,0.08,0.06,50,86,75.09,68.68,80.5,0.11,0.92,1,68,11,4,6,5,6,5,6,0.16,0.93,69.0
random_graph_3_1000_0.7_100_3.col,1000,445724,0.0,445.72,0.89,636,998,891,914,813,987,0.11,0.89,0.1,0.1,0.1,0.1,0.1,0.0,0.0,47,100,0,0,0.91,0.89,0.95,0.03,0.0,626,890,841.6,774.0,880.37,0.08,0.89,72,193,95,1,7,2,2,1,3,0.64,0.79,218.0
random_graph_4_250_0.1_0_1.col,250,3112,0.08,12.45,0.1,13,36,24,25,22,28,0.2,0.92,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.19,0.0,1,4,2.49,2.0,2.99,0.26,0.78,0,10,0,2,4,2,3,2,3,0.32,0.86,0.0
random_graph_4_1000_0.9_50_3.col,1000,430585,0.0,430.58,0.86,733,914,861,878,853,889,0.05,0.93,0.03,0.04,0.03,0.03,0.03,0.0,0.0,9,39,0,0,0.86,0.86,0.86,0.01,0.0,641,787,756.14,733.98,765.75,0.05,0.92,70,1000,2026,0,0,0,0,0,0,,0.0,2109.0
random_graph_4_500_0.1_0_1.col,500,12475,0.04,24.95,0.1,29,70,49,50,45,55,0.14,0.9,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.11,0.09,0.0,2,7,5.0,4.39,5.51,0.16,0.67,0,16,1,3,4,3,3,3,4,0.16,0.95,1.0
random_graph_3_250_0.05_25_2.col,250,2992,0.08,11.97,0.1,6,35,23,25,20,28,0.24,0.92,0.02,0.06,0.05,0.04,0.05,0.0,0.0,0,15,0,1,0.72,0.69,0.77,0.11,0.04,6,24,17.81,14.57,20.43,0.22,0.93,0,18,0,1,6,4,4,4,5,0.26,0.75,0.0
random_graph_3_500_0.05_100_4.col,500,11939,0.04,23.88,0.1,22,69,47,49,42,54,0.19,0.91,0.03,0.06,0.04,0.04,0.05,0.0,0.0,1,28,0,0,0.73,0.71,0.76,0.08,0.0,21,48,35.53,30.1,40.24,0.18,0.95,0,37,0,1,8,4,5,2,6,0.54,0.82,2.0
random_graph_4_1000_0.1_0_3.col,1000,49950,0.02,49.95,0.1,74,133,99,100,93,106,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,7,13,9.98,9.27,10.71,0.11,0.77,1,27,23,3,5,4,4,4,5,0.17,0.92,25.0
random_graph_3_250_0.7_25_1.col,250,27531,0.01,110.12,0.88,164,244,220,231,201,239,0.1,0.89,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,25,0,0,0.89,0.88,0.94,0.03,0.0,157,216,206.21,188.65,210.83,0.07,0.89,1,49,2,1,4,2,2,1,3,0.47,0.93,4.0
random_graph_4_250_0.5_25_4.col,250,14317,0.02,57.27,0.46,78,138,114,117,105,124,0.11,0.95,0.02,0.04,0.03,0.02,0.03,0.0,0.0,0,9,0,0,0.46,0.45,0.47,0.02,0.0,37,63,53.61,49.29,56.98,0.1,0.94,0,36,1,2,4,2,2,2,2,0.24,0.52,2.0
random_graph_1_500_0.5_25_4.col,500,57220,0.01,114.44,0.46,172,276,228,236,218,245,0.1,0.93,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.46,0.45,0.46,0.02,0.0,81,126,107.44,99.67,111.88,0.09,0.92,3,58,7,2,8,3,4,3,4,0.35,0.64,12.0
random_graph_4_500_0.9_25_4.col,500,102759,0.0,205.52,0.82,331,455,411,427,407,437,0.09,0.94,0.04,0.05,0.04,0.04,0.05,0.0,0.0,1,25,0,0,0.82,0.82,0.82,0.02,0.0,281,374,349.43,332.4,358.37,0.08,0.94,7,56,11,1,6,3,3,2,4,0.38,0.79,20.0
random_graph_1_250_0.9_25_4.col,250,25852,0.01,103.41,0.83,167,230,206,214,202,220,0.09,0.94,0.07,0.1,0.08,0.08,0.08,0.0,0.0,0,24,0,0,0.83,0.82,0.83,0.02,0.0,143,190,176.14,166.32,182.15,0.08,0.95,0,52,1,1,4,2,2,2,2,0.27,0.56,2.0
random_graph_1_100_0.9_20_3.col,100,4141,0.02,41.41,0.84,66,95,82,84,79,88,0.08,0.92,0.13,0.17,0.15,0.14,0.15,0.0,0.01,0,17,0,0,0.83,0.83,0.84,0.01,0.0,56,78,70.17,66.1,72.72,0.07,0.92,0,31,0,1,2,1,2,2,2,0.4,0.71,0.0
random_graph_1_1000_0.9_0_3.col,1000,449671,0.0,449.67,0.9,867,930,899,899,892,906,0.01,0.9,0.04,0.05,0.05,0.04,0.05,0.0,0.0,18,52,0,0,0.9,0.9,0.9,0.0,0.0,780,837,809.44,803.38,815.57,0.01,0.9,72,321,99,1,3,2,2,2,2,0.07,0.09,192.0
random_graph_4_500_0.5_100_2.col,500,61754,0.01,123.51,0.5,213,283,247,247,239,254,0.05,0.91,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,12,0,0,0.5,0.49,0.5,0.01,0.0,105,139,122.21,118.29,125.88,0.05,0.89,3,70,7,2,5,3,3,3,4,0.2,0.65,11.0
random_graph_1_500_0.9_100_4.col,500,109814,0.0,219.63,0.88,389,469,439,443,434,449,0.03,0.9,0.05,0.08,0.07,0.06,0.07,0.0,0.0,1,38,0,0,0.88,0.88,0.88,0.0,0.0,344,412,389.45,382.34,394.98,0.03,0.89,8,148,11,2,4,2,3,2,3,0.3,0.8,22.0
random_graph_4_100_0.5_20_3.col,100,2285,0.04,22.85,0.46,29,58,45,45,42,50,0.13,0.94,0.04,0.08,0.06,0.05,0.06,0.0,0.01,0,8,0,0,0.46,0.45,0.47,0.04,0.0,15,27,21.2,19.68,22.76,0.13,0.91,0,17,0,2,2,2,2,2,2,0.0,0.0,0.0
random_graph_1_1000_0.5_50_1.col,1000,245073,0.0,245.07,0.49,437,549,490,490,479,501,0.03,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,214,269,240.32,235.08,246.03,0.03,0.9,26,120,61,2,7,4,4,4,5,0.24,0.77,92.0
random_graph_4_100_0.5_0_2.col,100,2475,0.04,24.75,0.5,37,60,49,50,46,53,0.1,0.91,0.05,0.08,0.07,0.06,0.07,0.0,0.01,0,8,0,0,0.5,0.49,0.51,0.03,0.0,19,29,25.15,22.89,26.43,0.1,0.93,0,22,0,2,3,2,2,2,3,0.23,0.9,0.0
random_graph_3_100_0.35_0_1.col,100,2936,0.03,29.36,0.59,33,75,58,61,48,71,0.22,0.93,0.34,0.4,0.35,0.35,0.38,0.0,0.01,0,40,0,1,0.81,0.76,0.93,0.11,0.14,33,55,49.55,44.53,53.16,0.12,0.91,0,42,0,1,3,2,2,2,3,0.26,0.67,0.0
random_graph_1_100_0.9_10_4.col,100,3811,0.03,38.11,0.77,59,94,76,79,66,84,0.13,0.95,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.76,0.75,0.79,0.03,0.0,45,71,58.27,52.04,63.71,0.11,0.95,0,19,0,1,5,2,3,2,3,0.59,0.94,0.0
random_graph_4_1000_0.5_0_2.col,1000,249750,0.0,249.75,0.5,452,550,499,499,489,510,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.5,0.5,0.5,0.0,0.0,226,274,249.61,244.59,255.02,0.03,0.91,27,125,63,2,5,2,3,2,3,0.3,0.64,95.0
random_graph_4_100_0.5_10_4.col,100,2101,0.05,21.01,0.42,21,54,42,43,37,48,0.18,0.95,0.04,0.07,0.05,0.05,0.06,0.0,0.01,0,7,0,0,0.43,0.42,0.45,0.06,0.0,9,24,18.17,16.12,20.1,0.16,0.89,0,17,0,2,4,2,3,2,3,0.32,0.87,0.0
random_graph_4_250_0.9_0_3.col,250,28012,0.01,112.05,0.9,209,236,224,224,221,227,0.02,0.89,0.11,0.14,0.13,0.12,0.13,0.0,0.0,0,36,0,0,0.9,0.9,0.9,0.0,0.0,188,212,201.68,198.99,204.37,0.02,0.89,0,96,1,1,3,2,2,2,2,0.24,0.64,2.0
random_graph_3_100_0.7_10_1.col,100,4081,0.02,40.81,0.82,58,93,81,85,75,90,0.11,0.91,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.83,0.81,0.87,0.04,0.0,51,75,69.03,64.91,73.25,0.08,0.88,0,19,0,1,4,2,2,1,3,0.53,0.91,0.0
random_graph_3_500_0.35_0_3.col,500,74025,0.01,148.05,0.59,159,368,296,302,246,357,0.2,0.92,0.32,0.39,0.36,0.36,0.38,0.0,0.0,88,196,0,1,0.83,0.75,0.94,0.11,0.07,159,277,250.89,228.18,267.37,0.11,0.9,4,205,7,1,3,2,2,2,3,0.23,0.57,100.0
random_graph_4_1000_0.5_50_1.col,1000,244713,0.0,244.71,0.49,438,549,489,489,479,500,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,214,267,239.52,234.3,244.99,0.03,0.9,27,122,63,2,4,2,2,2,3,0.31,0.78,94.0
random_graph_4_500_0.9_100_4.col,500,109652,0.0,219.3,0.88,393,462,438,442,434,448,0.03,0.91,0.05,0.07,0.06,0.06,0.07,0.0,0.0,2,37,0,0,0.88,0.88,0.88,0.0,0.0,348,406,388.27,381.22,393.65,0.03,0.9,8,141,11,1,5,2,2,2,3,0.34,0.61,22.0
random_graph_4_100_0.1_0_3.col,100,495,0.2,4.95,0.1,4,16,9,10,8,11,0.32,0.92,0.02,0.04,0.03,0.02,0.03,0.0,0.01,0,4,0,0,0.1,0.06,0.13,0.56,0.0,0,2,1.0,0.6,1.33,0.52,0.73,0,6,0,2,5,4,4,4,4,0.25,0.92,0.0
random_graph_1_500_0.5_100_2.col,500,61874,0.01,123.75,0.5,212,277,247,247,240,255,0.04,0.93,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.5,0.49,0.5,0.0,0.0,106,138,122.78,119.09,126.45,0.04,0.89,3,71,7,2,6,3,3,3,4,0.28,0.75,11.0
random_graph_3_100_0.7_20_4.col,100,4182,0.02,41.82,0.84,59,98,83,86,75,93,0.13,0.89,0.17,0.2,0.19,0.19,0.19,0.0,0.01,0,20,0,0,0.87,0.84,0.91,0.04,0.0,55,82,74.77,68.11,78.43,0.1,0.92,0,36,0,1,5,1,2,1,2,0.86,0.63,0.0
random_graph_4_100_0.5_20_1.col,100,2357,0.04,23.57,0.48,32,60,47,48,44,50,0.11,0.91,0.04,0.08,0.06,0.05,0.06,0.0,0.01,0,8,0,0,0.48,0.47,0.49,0.03,0.0,16,28,22.39,20.88,23.93,0.11,0.87,0,19,0,1,4,2,3,2,3,0.36,0.76,0.0
random_graph_4_250_0.1_50_4.col,250,2977,0.08,11.91,0.1,13,37,23,24,21,27,0.2,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.09,0.08,0.11,0.21,0.0,0,4,2.25,1.84,2.57,0.27,0.63,0,10,0,3,5,3,4,3,4,0.21,0.86,0.0
random_graph_1_1000_0.5_50_3.col,1000,239642,0.0,239.64,0.48,383,538,479,485,467,498,0.06,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.48,0.48,0.48,0.01,0.0,186,258,232.32,223.89,238.72,0.05,0.92,26,112,61,2,5,2,3,2,3,0.37,0.78,90.0
random_graph_1_100_0.9_20_1.col,100,4276,0.02,42.76,0.86,79,92,85,86,84,87,0.03,0.92,0.13,0.18,0.15,0.15,0.16,0.0,0.01,0,18,0,0,0.86,0.86,0.86,0.0,0.0,68,79,73.79,72.19,75.2,0.03,0.92,0,33,0,1,3,2,2,2,3,0.3,0.8,0.0
random_graph_1_1000_0.9_0_1.col,1000,449671,0.0,449.67,0.9,867,930,899,899,892,906,0.01,0.9,0.04,0.05,0.05,0.04,0.05,0.0,0.0,19,52,0,0,0.9,0.9,0.9,0.0,0.0,780,837,809.44,803.38,815.57,0.01,0.9,74,321,100,1,3,2,2,2,2,0.07,0.09,196.0
random_graph_3_500_0.35_100_4.col,500,69265,0.01,138.53,0.56,156,350,277,285,228,328,0.2,0.96,0.13,0.15,0.15,0.14,0.15,0.0,0.0,11,75,0,0,0.81,0.74,0.91,0.11,0.0,153,260,230.42,206.29,245.54,0.11,0.96,3,119,7,1,5,2,2,2,3,0.47,0.82,23.0
random_graph_1_250_0.5_0_4.col,250,15676,0.02,62.7,0.5,106,144,125,125,120,131,0.06,0.92,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,9,0,0,0.5,0.5,0.51,0.01,0.0,53,72,63.34,60.62,65.79,0.06,0.91,0,40,0,2,3,2,3,2,3,0.25,0.98,1.0
random_graph_3_100_0.05_10_2.col,100,432,0.23,4.32,0.09,3,16,8,8,7,10,0.33,0.89,0.03,0.09,0.06,0.05,0.07,0.0,0.01,0,9,0,0,0.72,0.62,0.79,0.17,0.0,2,11,5.38,4.55,7.08,0.35,0.89,0,11,0,1,5,3,4,1,4,0.54,0.94,0.0
random_graph_4_500_0.1_0_3.col,500,12475,0.04,24.95,0.1,29,70,49,50,45,55,0.14,0.9,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.11,0.09,0.0,2,7,5.0,4.39,5.51,0.16,0.67,0,16,1,3,4,3,3,3,4,0.16,0.95,2.0
random_graph_4_1000_0.1_0_1.col,1000,49950,0.02,49.95,0.1,74,133,99,100,93,106,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,7,13,9.98,9.27,10.71,0.11,0.77,1,27,13,3,5,4,4,4,5,0.17,0.92,15.0
random_graph_3_250_0.7_25_3.col,250,26310,0.01,105.24,0.85,137,247,210,210,191,237,0.13,0.88,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,25,0,0,0.87,0.84,0.89,0.03,0.0,129,207,185.28,168.37,201.22,0.1,0.89,0,48,1,1,4,2,2,1,3,0.43,0.88,2.0
random_graph_3_100_0.35_20_2.col,100,2720,0.04,27.2,0.55,30,69,54,60,44,64,0.22,0.94,0.15,0.19,0.17,0.17,0.17,0.0,0.01,0,19,0,0,0.78,0.73,0.87,0.11,0.0,28,51,44.11,37.87,47.74,0.14,0.93,0,28,0,1,5,2,3,2,3,0.45,0.8,0.0
random_graph_1_100_0.1_20_2.col,100,487,0.21,4.87,0.1,4,22,9,10,8,11,0.31,0.87,0.02,0.04,0.03,0.02,0.03,0.0,0.01,0,4,0,0,0.08,0.05,0.11,0.56,0.0,0,2,0.88,0.57,1.16,0.55,0.67,0,5,0,3,5,4,4,4,4,0.16,0.86,0.0
random_graph_3_1000_0.35_0_4.col,1000,282676,0.0,282.68,0.57,334,701,565,585,465,677,0.2,0.93,0.0,0.0,0.0,0.0,0.0,,0.0,600,0,0,1,0.83,0.76,0.93,0.11,0.04,334,533,484.11,432.46,509.75,0.11,0.95,38,382,65,1,3,2,3,2,3,0.31,0.72,707.0
random_graph_3_500_0.35_0_1.col,500,74025,0.01,148.05,0.59,159,368,296,302,246,357,0.2,0.92,0.0,0.0,0.0,0.0,0.0,,0.0,2332,0,0,1,0.83,0.75,0.94,0.11,0.07,159,277,250.89,228.18,267.37,0.11,0.9,2,205,5,1,3,2,2,2,3,0.23,0.57,2341.0
random_graph_4_100_0.1_0_1.col,100,495,0.2,4.95,0.1,4,16,9,10,8,11,0.32,0.92,0.02,0.04,0.03,0.02,0.03,0.0,0.01,0,4,0,0,0.1,0.06,0.13,0.56,0.0,0,2,1.0,0.6,1.33,0.52,0.73,0,6,0,2,5,4,4,4,4,0.25,0.92,0.0
random_graph_4_1000_0.5_50_3.col,1000,239214,0.0,239.21,0.48,378,547,478,483,467,497,0.06,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.48,0.48,0.48,0.01,0.0,183,262,231.22,223.55,237.89,0.05,0.91,41,113,60,2,3,2,2,2,2,0.15,0.46,105.0
random_graph_4_500_0.5_0_2.col,500,62375,0.01,124.75,0.5,215,287,249,249,242,258,0.05,0.94,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.5,0.5,0.5,0.0,0.0,107,143,124.67,121.0,128.69,0.05,0.91,3,71,7,2,6,3,4,3,4,0.29,0.77,10.0
random_graph_3_1000_0.35_50_2.col,1000,284803,0.0,284.8,0.57,333,712,569,593,467,683,0.21,0.94,0.05,0.05,0.05,0.05,0.05,0.0,0.0,11,50,0,0,0.8,0.75,0.9,0.1,0.0,325,522,477.33,421.86,509.94,0.12,0.92,37,99,63,1,8,3,4,3,5,0.51,0.83,114.0
random_graph_4_250_0.9_0_1.col,250,28012,0.01,112.05,0.9,209,236,224,224,221,227,0.02,0.89,0.11,0.14,0.13,0.12,0.13,0.0,0.0,0,36,0,0,0.9,0.9,0.9,0.0,0.0,188,212,201.68,198.99,204.37,0.02,0.89,0,96,1,1,3,2,2,2,2,0.24,0.64,2.0
random_graph_3_100_0.7_10_3.col,100,3841,0.03,38.41,0.78,51,96,76,77,69,89,0.16,0.88,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.8,0.76,0.82,0.04,0.0,43,73,61.8,55.91,67.03,0.13,0.86,0,18,0,1,4,2,2,1,2,0.49,0.92,0.0
random_graph_3_100_0.35_0_3.col,100,2936,0.03,29.36,0.59,33,75,58,61,48,71,0.22,0.93,0.34,0.4,0.35,0.35,0.38,0.0,0.01,0,40,0,1,0.81,0.76,0.93,0.11,0.14,33,55,49.55,44.53,53.16,0.12,0.91,0,42,0,1,3,2,2,2,3,0.26,0.67,0.0
